title,year,rating,no_of_reviews,genres,runtime,gross
Mad Max,1979.0,6.8,"212,660","Action, Adventure, Sci-Fi",88 min,$8.75M
Spectre,2015.0,6.8,"449,662","Action, Adventure, Thriller",148 min,$200.07M
Chappie,2015.0,6.8,"258,512","Action, Crime, Drama",120 min,$31.57M
The Mask of Zorro,1998.0,6.8,"190,288","Action, Adventure, Comedy",136 min,$94.10M
Bad Boys,1995.0,6.8,"273,842","Action, Comedy, Crime",119 min,$65.81M
Men in Black 3,2012.0,6.8,"371,718","Action, Adventure, Comedy",106 min,$179.02M
The Book of Eli,2010.0,6.8,"325,856","Action, Adventure, Drama",118 min,$94.84M
Superman II,1980.0,6.8,"110,437","Action, Adventure, Sci-Fi",127 min,$108.19M
Thor: The Dark World,2013.0,6.8,"696,822","Action, Adventure, Fantasy",112 min,$206.36M
Bloodsport,1988.0,6.8,"88,551","Action, Biography, Drama",92 min,$11.81M
Hanna,2011.0,6.8,"202,120","Action, Adventure, Drama",111 min,$40.26M
Logan's Run,1976.0,6.8,"58,687","Action, Adventure, Sci-Fi",119 min,$25.00M
The Long Kiss Goodnight,1996.0,6.8,"82,170","Action, Crime, Drama",121 min,$33.33M
Young Guns,1988.0,6.8,"64,365","Action, Drama, Western",107 min,$45.66M
Four Brothers,2005.0,6.8,"151,279","Action, Crime, Drama",109 min,$74.49M
Red Sun,1971.0,6.8,"9,963","Action, Western",112 min,$4.84M
Patriot Games,1992.0,6.8,"115,760","Action, Thriller",117 min,$83.29M
Spies in Disguise,2019.0,6.8,"52,219","Animation, Action, Adventure",102 min,$66.76M
You Only Live Twice,1967.0,6.8,"112,846","Action, Adventure, Thriller",117 min,$43.08M
The Transporter,2002.0,6.8,"309,978","Action, Crime, Thriller",92 min,$25.30M
Street Kings,2008.0,6.8,"116,354","Action, Crime, Thriller",109 min,$26.42M
Shin Godzilla,2016.0,6.8,"29,542","Action, Drama, Horror",120 min,$1.92M
Tristan + Isolde,2006.0,6.8,"53,412","Action, Drama, Romance",125 min,$14.73M
Innerspace,1987.0,6.8,"62,418","Action, Adventure, Comedy",120 min,$25.89M
Khartoum,1966.0,6.8,"7,788","Action, Adventure, Drama",128 min,$6.54M
We Own the Night,2007.0,6.8,"90,622","Action, Crime, Drama",117 min,$28.56M
The Last Dragon,1985.0,6.8,"16,637","Action, Comedy, Drama",109 min,$25.75M
Enemy Mine,1985.0,6.8,"49,512","Action, Adventure, Drama",108 min,$4.27M
Harsh Times,2005.0,6.8,"67,036","Action, Crime, Drama",116 min,$3.34M
El Mariachi,1992.0,6.8,"69,036","Action, Crime, Thriller",81 min,$2.04M
Let It Ride,1989.0,6.8,"6,587","Comedy, Action",90 min,$4.97M
Green Zone,2010.0,6.8,"139,427","Action, Drama, Thriller",115 min,$35.05M
The Thieves,2012.0,6.8,"10,971","Action, Comedy, Crime",135 min,$0.69M
Heaven & Earth,1993.0,6.8,"14,676","Action, Biography, Drama",140 min,$5.86M
The Golden Voyage of Sinbad,1973.0,6.8,"9,845","Action, Adventure, Fantasy",105 min,$3.03M
Shoot to Kill,1988.0,6.8,"14,293","Action, Adventure, Crime",110 min,$29.30M
Until the End of the World,1991.0,6.8,"10,742","Action, Drama, Sci-Fi",158 min,$0.75M
The Wind and the Lion,1975.0,6.8,"9,728","Action, Adventure, Drama",119 min,$0.75M
The Seven-Ups,1973.0,6.8,"6,031","Action, Crime, Drama",103 min,$2.32M
Year of the Dragon,1985.0,6.8,"16,668","Action, Crime, Drama",134 min,$18.70M
Black '47,2018.0,6.8,"12,414","Action, Drama, History",100 min,$0.05M
The Hot Rock,1972.0,6.8,"6,645","Action, Comedy, Crime",101 min,$2.54M
Steamboy,2004.0,6.8,"18,136","Animation, Action, Adventure",126 min,$0.41M
OSS 117: Lost in Rio,2009.0,6.8,"15,691","Action, Adventure, Comedy",101 min,$0.09M
Intacto,2001.0,6.8,"13,381","Action, Adventure, Drama",108 min,$0.30M
Singham,2011.0,6.8,"17,791","Action, Crime, Drama",143 min,$0.35M
Sunflower,2005.0,7.2,711,"Drama, Romance",129 min,$0.02M
Bluebeard's 8th Wife,1923.0,7.2,28,"Comedy, Romance",60 min,$0.22M
The World in His Arms,1952.0,6.8,"2,182","Action, Adventure, History",104 min,$3.00M
I Went Down,1997.0,6.8,"2,202","Action, Comedy, Crime",107 min,$0.41M
Fulltime Killer,2001.0,6.8,"6,677","Action, Crime, Drama",102 min,$0.01M
Heaven and Earth,1990.0,6.8,"1,087","Action, Adventure, Drama",125 min,$0.31M
The Dion Brothers,1974.0,6.8,442,"Action, Comedy, Crime",94 min,$0.03M
Ethereal Everlasting,2011.0,7.2,16,"Drama, Romance",90 min,$0.07M
The Dreamers,2003.0,7.1,"125,628","Drama, Romance",115 min,$2.53M
Pretty Woman,1990.0,7.1,"335,874","Comedy, Romance",119 min,$178.41M
Pitch Perfect,2012.0,7.1,"314,058","Comedy, Music, Romance",112 min,$65.00M
Vicky Cristina Barcelona,2008.0,7.1,"260,784","Comedy, Drama, Romance",96 min,$23.22M
The Lobster,2015.0,7.1,"268,036","Drama, Romance, Sci-Fi",119 min,$8.70M
Forgetting Sarah Marshall,2008.0,7.1,"291,723","Comedy, Drama, Romance",111 min,$63.17M
There's Something About Mary,1998.0,7.1,"318,132","Comedy, Romance",119 min,$176.48M
The 40-Year-Old Virgin,2005.0,7.1,"448,279","Comedy, Romance",116 min,$109.45M
Ghost,1990.0,7.1,"224,509","Drama, Fantasy, Romance",127 min,$217.63M
Little Shop of Horrors,1986.0,7.1,"80,141","Comedy, Horror, Musical",94 min,$38.75M
The Princess and the Frog,2009.0,7.1,"152,935","Animation, Adventure, Comedy",97 min,$104.40M
Ever After: A Cinderella Story,1998.0,7.1,"78,552","Comedy, Drama, Romance",121 min,$65.71M
Cashback,2006.0,7.1,"88,840","Comedy, Drama, Romance",102 min,$0.02M
Marnie,1964.0,7.1,"51,498","Crime, Drama, Mystery",130 min,$7.00M
Enchanted,2007.0,7.1,"209,827","Animation, Adventure, Comedy",107 min,$127.81M
"Love, Rosie",2014.0,7.1,"146,440","Comedy, Romance",102 min,$0.02M
Four Weddings and a Funeral,1994.0,7.1,"158,073","Comedy, Drama, Romance",117 min,$52.70M
About a Boy,2002.0,7.1,"187,253","Comedy, Drama, Romance",101 min,$41.39M
Coming to America,1988.0,7.1,"214,009","Comedy, Romance",117 min,$128.15M
Better Off Dead...,1985.0,7.1,"46,908","Comedy, Romance",97 min,$10.30M
Beautiful Girls,1996.0,7.1,"33,911","Comedy, Drama, Romance",112 min,$10.60M
Monster's Ball,2001.0,7.1,"91,393","Drama, Romance",111 min,$31.27M
Out of Africa,1985.0,7.1,"82,842","Biography, Drama, Romance",161 min,$87.10M
Shakespeare in Love,1998.0,7.1,"228,940","Comedy, Drama, History",123 min,$100.32M
The Spectacular Now,2013.0,7.1,"157,071","Drama, Romance",95 min,$6.85M
"Definitely, Maybe",2008.0,7.1,"169,142","Comedy, Drama, Romance",112 min,$31.97M
Elf,2003.0,7.1,"286,209","Adventure, Comedy, Family",97 min,$173.40M
Moonstruck,1987.0,7.1,"62,795","Comedy, Drama, Romance",102 min,$80.64M
The Time Traveler's Wife,2009.0,7.1,"153,863","Comedy, Drama, Fantasy",107 min,$63.41M
Pure Country,1992.0,7.1,"5,037","Drama, Music, Romance",112 min,$15.16M
Agora,2009.0,7.1,"71,201","Adventure, Biography, Drama",127 min,$0.62M
Dangerous Beauty,1998.0,7.1,"18,607","Biography, Drama, Romance",111 min,$4.53M
It's Kind of a Funny Story,2010.0,7.1,"145,387","Comedy, Drama, Romance",101 min,$6.35M
If Beale Street Could Talk,2018.0,7.1,"50,562","Drama, Romance",119 min,$14.92M
Breathe,2017.0,7.1,"23,611","Biography, Drama, Romance",118 min,$0.49M
Rumble Fish,1983.0,7.1,"35,745","Crime, Drama, Romance",94 min,$2.49M
Benny & Joon,1993.0,7.1,"59,966","Comedy, Drama, Romance",98 min,$23.20M
Nicholas Nickleby,2002.0,7.1,"12,934","Adventure, Drama, Romance",132 min,$1.59M
Nowhere Boy,2009.0,7.1,"37,769","Biography, Drama, Music",98 min,$1.45M
Gentlemen Prefer Blondes,1953.0,7.1,"40,161","Comedy, Musical, Romance",91 min,$12.00M
The Railway Man,2013.0,7.1,"41,366","Biography, Drama, Romance",116 min,$4.44M
Guys and Dolls,1955.0,7.1,"18,326","Comedy, Crime, Musical",150 min,$13.00M
North Sea Texas,2011.0,7.1,"9,567","Drama, Romance",98 min,$0.03M
The Year of Living Dangerously,1982.0,7.1,"22,036","Drama, Romance, War",115 min,$10.28M
Women in Love,1969.0,7.1,"8,078","Drama, Romance",131 min,$1.03M
Whatever Works,2009.0,7.1,"75,319","Comedy, Romance",93 min,$5.31M
Kinsey,2004.0,7.1,"50,051","Biography, Drama, Romance",118 min,$10.21M
The Seven Year Itch,1955.0,7.1,"40,427","Comedy, Romance",105 min,$12.00M
American Me,1992.0,7.1,"9,799","Biography, Crime, Drama",125 min,$13.09M
Orlando,1992.0,7.1,"17,554","Biography, Drama, Fantasy",94 min,$5.29M
La Piscine,1969.0,7.1,"11,368","Crime, Drama, Romance",122 min,$0.03M
Wild Hearts Can't Be Broken,1991.0,7.1,"5,599","Drama, Family, Romance",88 min,$7.30M
Quo Vadis,1951.0,7.1,"15,839","Biography, Drama, Romance",171 min,$24.29M
Like Water for Chocolate,1992.0,7.1,"18,330","Drama, Romance",105 min,$21.67M
On the Beach,1959.0,7.1,"13,790","Drama, Romance, Sci-Fi",134 min,$11.00M
Barfly,1987.0,7.1,"21,060","Comedy, Drama, Romance",100 min,$3.22M
Before Night Falls,2000.0,7.1,"25,760","Biography, Drama, Romance",133 min,$4.22M
45 Years,2015.0,7.1,"33,928","Drama, Romance",95 min,$4.25M
My King,2015.0,7.1,"13,485","Drama, Romance",124 min,$0.05M
Adam,2009.0,7.1,"35,112","Comedy, Drama, Romance",99 min,$2.28M
Desert Hearts,1985.0,7.1,"6,739","Drama, Romance",91 min,$2.49M
The Pirates of Penzance,1983.0,7.1,"3,699","Comedy, Musical, Romance",112 min,$0.69M
Eye of the Needle,1981.0,7.1,"11,170","Romance, Thriller, War",112 min,$17.58M
5 to 7,2014.0,7.1,"20,729","Comedy, Drama, Romance",95 min,$0.12M
A Brilliant Young Mind,2014.0,7.1,"29,714","Drama, Romance",111 min,$0.14M
The Wings of the Dove,1997.0,7.1,"12,693","Drama, Romance",102 min,$13.72M
Lore,2012.0,7.1,"15,569","Drama, Romance, War",109 min,$0.97M
I Married a Witch,1942.0,7.1,"8,778","Comedy, Fantasy, Romance",77 min,$0.31M
An Unmarried Woman,1978.0,7.1,"5,642","Comedy, Drama, Romance",124 min,$24.00M
The Taming of The Shrew,1967.0,7.1,"8,287","Comedy, Drama, Romance",122 min,$8.00M
The Horse Soldiers,1959.0,7.1,"10,963","Adventure, Drama, Romance",120 min,$1.75M
Flirting,1991.0,7.1,"6,229","Drama, Romance",99 min,$2.42M
Lady Jane,1986.0,7.1,"6,884","Biography, Drama, History",136 min,$0.28M
Mother Night,1996.0,7.1,"5,389","Drama, Romance, War",114 min,$0.39M
Teddy Bear,2012.0,7.1,"4,654","Drama, Romance",92 min,$0.02M
The Man in the Gray Flannel Suit,1956.0,7.1,"3,897","Drama, Romance, War",153 min,$10.88M
Van Gogh,1991.0,7.1,"3,165","Adventure, Biography, Drama",158 min,$0.14M
The Tales of Hoffmann,1951.0,7.1,"3,661","Fantasy, Music, Musical",128 min,$0.09M
Bella,2006.0,7.1,"10,779","Drama, Romance",91 min,$8.11M
Sweet Land,2005.0,7.1,"4,015","Drama, Romance",110 min,$1.71M
In the Good Old Summertime,1949.0,7.1,"4,089","Comedy, Musical, Romance",102 min,$6.30M
Harrison's Flowers,2000.0,7.1,"6,548","Drama, Romance, War",121 min,$1.84M
It's My Party,1996.0,7.1,"3,144","Drama, Romance",110 min,$0.62M
The Strategist Anthology,2013.0,6.8,96,"Action, Adventure, Sci-Fi",117 min,$0.00M
Black Panther: Wakanda Forever,2022.0,6.7,"260,659","Action, Adventure, Drama",161 min,$453.72M
The Equalizer 2,2018.0,6.7,"168,059","Action, Crime, Thriller",121 min,$102.08M
Black Widow,2021.0,6.7,"393,843","Action, Adventure, Sci-Fi",134 min,$183.65M
Jumanji: The Next Level,2019.0,6.7,"261,535","Action, Adventure, Comedy",123 min,$316.83M
Kingsman: The Golden Circle,2017.0,6.7,"341,385","Action, Adventure, Comedy",141 min,$100.23M
Bumblebee,2018.0,6.7,"172,549","Action, Adventure, Sci-Fi",114 min,$127.20M
In Time,2011.0,6.7,"421,467","Action, Sci-Fi, Thriller",109 min,$37.52M
The Wolverine,2013.0,6.7,"476,230","Action, Sci-Fi",126 min,$132.56M
King Arthur: Legend of the Sword,2017.0,6.7,"222,892","Action, Adventure, Drama",126 min,$39.18M
It Always Rains on Sunday,1947.0,7.1,"1,990","Crime, Drama, Romance",92 min,$0.01M
Italian for Beginners,2000.0,7.1,"13,577","Comedy, Drama, Romance",112 min,$4.45M
The Hammer,2007.0,7.1,"6,126","Comedy, Romance, Sport",88 min,$0.44M
Simple Men,1992.0,7.1,"4,560","Crime, Drama, Romance",105 min,$0.14M
The Names of Love,2010.0,7.1,"8,064","Comedy, Drama, Romance",100 min,$0.51M
Lilting,2014.0,7.1,"6,427","Drama, Romance",91 min,$0.02M
The Lonely Passion of Judith Hearne,1987.0,7.1,"1,141","Drama, Romance",116 min,$0.52M
Zombieland: Double Tap,2019.0,6.7,"187,760","Action, Comedy, Horror",99 min,$73.12M
Boom Town,1940.0,7.1,"3,601","Drama, Music, Romance",119 min,$9.17M
Demolition Man,1993.0,6.7,"183,245","Action, Sci-Fi, Thriller",115 min,$58.06M
Angels & Demons,2009.0,6.7,"299,870","Action, Mystery, Thriller",138 min,$133.38M
2 Guns,2013.0,6.7,"218,033","Action, Thriller",109 min,$75.61M
Warcraft,2016.0,6.7,"269,601","Action, Adventure, Fantasy",123 min,$47.37M
Atomic Blonde,2017.0,6.7,"198,862","Action, Thriller",115 min,$51.69M
Auntie Danielle,1990.0,7.1,"3,622","Comedy, Drama, Romance",110 min,$0.60M
The Running Man,1987.0,6.7,"158,442","Action, Sci-Fi, Thriller",101 min,$38.12M
Tron,1982.0,6.7,"124,792","Action, Adventure, Sci-Fi",96 min,$33.00M
The Matrix Revolutions,2003.0,6.7,"523,981","Action, Sci-Fi",129 min,$139.31M
Escape Plan,2013.0,6.7,"248,923","Action, Thriller",115 min,$25.13M
Wyatt Earp,1994.0,6.7,"52,858","Action, Adventure, Biography",191 min,$25.05M
Blade II,2002.0,6.7,"224,824","Action, Horror, Sci-Fi",117 min,$82.35M
Pete's Dragon,2016.0,6.7,"59,892","Action, Adventure, Comedy",102 min,$76.23M
The A-Team,2010.0,6.7,"262,956","Action, Adventure, Thriller",117 min,$77.22M
Hardcore Henry,2015.0,6.7,"98,368","Action, Adventure, Sci-Fi",96 min,$9.25M
Hot Shots!,1991.0,6.7,"111,866","Action, Comedy",84 min,$69.47M
The Grey,2011.0,6.7,"256,811","Action, Adventure, Drama",117 min,$51.58M
The Brave One,2007.0,6.7,"62,023","Action, Crime, Drama",122 min,$36.79M
The Last Starfighter,1984.0,6.7,"43,938","Action, Adventure, Sci-Fi",101 min,$28.73M
Pandorum,2009.0,6.7,"154,482","Action, Horror, Mystery",108 min,$10.33M
Super,2010.0,6.7,"81,715","Action, Comedy, Crime",96 min,$0.32M
Live and Let Die,1973.0,6.7,"110,864","Action, Adventure, Thriller",121 min,$35.38M
Appaloosa,2008.0,6.7,"62,670","Action, Crime, Drama",115 min,$20.21M
Lethal Weapon 3,1992.0,6.7,"172,762","Action, Crime, Thriller",118 min,$144.73M
For Your Eyes Only,1981.0,6.7,"104,285","Action, Adventure, Thriller",127 min,$62.30M
Out of the Furnace,2013.0,6.7,"120,123","Action, Crime, Drama",116 min,$11.33M
The Living Daylights,1987.0,6.7,"101,757","Action, Adventure, Thriller",130 min,$51.19M
Streets of Fire,1984.0,6.7,"22,693","Action, Crime, Drama",93 min,$8.09M
Conspiracy Theory,1997.0,6.7,"103,319","Action, Mystery, Thriller",135 min,$75.98M
The Man with the Golden Gun,1974.0,6.7,"108,760","Action, Adventure, Thriller",125 min,$20.97M
On Her Majesty's Secret Service,1969.0,6.7,"94,919","Action, Adventure, Thriller",142 min,$22.80M
Gangster Squad,2013.0,6.7,"218,598","Action, Crime, Drama",113 min,$46.00M
Backdraft,1991.0,6.7,"83,406","Action, Drama, Mystery",137 min,$77.87M
Colors,1988.0,6.7,"28,018","Action, Crime, Drama",120 min,$46.62M
Absolute Power,1997.0,6.7,"57,540","Action, Crime, Drama",121 min,$50.01M
Underworld: Evolution,2006.0,6.7,"204,182","Action, Fantasy, Thriller",106 min,$62.32M
The Finest Hours,2016.0,6.7,"68,428","Action, Drama, History",117 min,$27.57M
Tales from the Crypt: Demon Knight,1995.0,6.7,"24,998","Action, Fantasy, Horror",92 min,$21.09M
Death Sentence,2007.0,6.7,"73,102","Action, Crime, Drama",105 min,$9.53M
The Salvation,2014.0,6.7,"40,862","Action, Drama, Thriller",92 min,$0.01M
Machine Gun Preacher,2011.0,6.7,"67,433","Action, Biography, Crime",129 min,$0.54M
Hamburger Hill,1987.0,6.7,"26,644","Action, Drama, Thriller",110 min,$13.84M
Brooklyn's Finest,2009.0,6.7,"64,943","Action, Crime, Drama",132 min,$27.15M
Exodus,1960.0,6.7,"10,397","Action, Drama, War",208 min,$18.97M
Hidalgo,2004.0,6.7,"83,722","Action, Adventure, Biography",136 min,$67.29M
The Brothers Bloom,2008.0,6.7,"51,635","Action, Adventure, Comedy",114 min,$3.52M
Teen Titans GO! To the Movies,2018.0,6.7,"20,415","Animation, Action, Adventure",84 min,$29.79M
Nothing to Lose,1997.0,6.7,"47,858","Action, Adventure, Comedy",98 min,$44.46M
Rumble in the Bronx,1995.0,6.7,"43,769","Action, Comedy, Crime",87 min,$32.39M
Turbo Kid,2015.0,6.7,"28,819","Action, Adventure, Comedy",93 min,$0.05M
Kingsglaive: Final Fantasy XV,2016.0,6.7,"22,387","Animation, Action, Adventure",110 min,$0.23M
Stakeout,1987.0,6.7,"27,566","Action, Comedy, Crime",117 min,$65.67M
Wild Target,2010.0,6.7,"39,185","Action, Comedy, Crime",98 min,$0.12M
F/X,1986.0,6.7,"21,065","Action, Thriller",109 min,$20.60M
The Eight Hundred,2020.0,6.7,"6,350","Action, Drama, History",149 min,$0.37M
Le Mans,1971.0,6.7,"11,097","Action, Adventure, Drama",106 min,$0.71M
Prime Cut,1972.0,6.7,"5,509","Action, Crime, Drama",88 min,$0.52M
The Negotiation,2018.0,6.7,"3,604","Action, Crime, Thriller",114 min,$0.11M
Mr. Majestyk,1974.0,6.7,"9,147","Action, Crime, Drama",103 min,$0.13M
French Connection II,1975.0,6.7,"19,626","Action, Crime, Drama",119 min,$12.48M
MFKZ,2017.0,6.7,"4,833","Animation, Action, Comedy",94 min,$0.23M
Flash Point,2007.0,6.7,"13,463","Action, Crime, Thriller",88 min,$0.00M
Chasing the Dragon,2017.0,6.7,"4,287","Action, Biography, Crime",128 min,$0.46M
Saints and Soldiers,2003.0,6.7,"21,037","Action, Drama, War",90 min,$1.31M
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007.0,6.7,"14,266","Animation, Action, Adventure",86 min,$5.52M
"Lovely, Still",2008.0,7.1,"2,337","Drama, Romance",92 min,$0.12M
Stonewall,1995.0,7.1,"1,685","Comedy, Drama, Romance",99 min,$0.62M
Double Happiness,1994.0,7.1,"1,211","Drama, Romance",87 min,$0.76M
Roseanna's Grave,1997.0,7.1,"3,478","Comedy, Romance, Drama",98 min,$0.07M
In the Family,2011.0,7.1,940,"Drama, Romance",169 min,$0.02M
Dr. Jack,1922.0,7.1,"1,588","Comedy, Romance",60 min,$0.69M
Tell It to the Marines,1926.0,7.1,"1,591","Comedy, Drama, Romance",103 min,$0.74M
Bardelys the Magnificent,1926.0,7.1,"1,240","Drama, Romance",90 min,$0.49M
Jump Tomorrow,2001.0,7.1,"1,460","Comedy, Drama, Romance",97 min,$0.19M
Flying Tigers,1942.0,6.7,"4,075","Action, Drama, Romance",102 min,$3.27M
Once Upon a Time in China III,1992.0,6.7,"7,353","Action, Adventure, Biography",109 min,$3.56M
Invisible Stripes,1939.0,6.7,"1,823","Action, Crime, Drama",81 min,$0.11M
Trick Baby,1972.0,6.7,609,"Action, Crime, Drama",93 min,$0.62M
Movie Crazy,1932.0,7.1,"1,595","Comedy, Family, Romance",84 min,$1.44M
Arabian Nights: Volume 2 - The Desolate One,2015.0,7.1,"1,522","Drama, Romance",131 min,$0.01M
Yana's Friends,1999.0,7.1,583,"Comedy, Drama, Romance",90 min,$0.06M
Tito and the Birds,2018.0,6.7,701,"Animation, Action, Drama",73 min,$0.00M
Wonderful Days,2003.0,6.7,"9,349","Animation, Action, Adventure",86 min,$0.03M
Dirty Dancing,1987.0,7.0,"241,502","Drama, Music, Romance",100 min,$0.62M
Easy A,2010.0,7.0,"400,397","Comedy, Drama, Romance",92 min,$58.40M
The Bounty,1984.0,7.0,"28,410","Adventure, Drama, History",132 min,$8.60M
Wedding Crashers,2005.0,7.0,"364,043","Comedy, Romance",119 min,$209.22M
Sixteen Candles,1984.0,7.0,"120,167","Comedy, Romance",93 min,$23.69M
Hotel Transylvania,2012.0,7.0,"264,507","Animation, Adventure, Comedy",91 min,$148.31M
Divergent,2014.0,6.6,"470,303","Action, Adventure, Mystery",139 min,$150.95M
Red Sparrow,2018.0,6.6,"191,855","Action, Drama, Thriller",140 min,$46.87M
Jason Bourne,2016.0,6.6,"232,902","Action, Thriller",123 min,$162.43M
Smokin' Aces,2006.0,6.6,"148,211","Action, Comedy, Crime",108 min,$35.66M
Star Wars: Episode II - Attack of the Clones,2002.0,6.6,"726,452","Action, Adventure, Fantasy",142 min,$310.68M
The Hunger Games: Mockingjay - Part 1,2014.0,6.6,"469,522","Action, Adventure, Sci-Fi",123 min,$337.14M
The Bourne Legacy,2012.0,6.6,"307,962","Action, Adventure, Thriller",135 min,$113.20M
Resident Evil,2002.0,6.6,"277,724","Action, Horror, Sci-Fi",100 min,$40.12M
Venom,2018.0,6.6,"502,032","Action, Adventure, Sci-Fi",112 min,$213.52M
The Fate of the Furious,2017.0,6.6,"238,774","Action, Crime, Thriller",136 min,$226.01M
The Amazing Spider-Man 2,2014.0,6.6,"510,479","Action, Adventure, Sci-Fi",142 min,$202.85M
Pirates of the Caribbean: On Stranger Tides,2011.0,6.6,"539,670","Action, Adventure, Fantasy",136 min,$241.06M
Kong: Skull Island,2017.0,6.6,"328,520","Action, Adventure, Fantasy",118 min,$168.05M
The Chronicles of Riddick,2004.0,6.6,"234,968","Action, Adventure, Sci-Fi",119 min,$57.76M
Quantum of Solace,2008.0,6.6,"456,729","Action, Adventure, Mystery",106 min,$168.37M
Hunter Killer,2018.0,6.6,"66,741","Action, Thriller",121 min,$15.77M
Anna,2019.0,6.6,"86,633","Action, Thriller",118 min,$7.74M
Jungle Cruise,2021.0,6.6,"198,421","Action, Adventure, Comedy",127 min,$116.99M
John Carter,2012.0,6.6,"278,165","Action, Adventure, Sci-Fi",132 min,$73.08M
X-Men: The Last Stand,2006.0,6.6,"525,538","Action, Adventure, Sci-Fi",104 min,$234.36M
The Other Guys,2010.0,6.6,"276,393","Action, Comedy, Crime",107 min,$119.22M
30 Days of Night,2007.0,6.6,"181,886","Action, Adventure, Horror",113 min,$39.57M
Tears of the Sun,2003.0,6.6,"125,958","Action, Drama, Thriller",121 min,$43.73M
The Incredible Hulk,2008.0,6.6,"503,280","Action, Adventure, Sci-Fi",112 min,$134.52M
Austin Powers: The Spy Who Shagged Me,1999.0,6.6,"239,528","Action, Adventure, Comedy",95 min,$206.04M
Ender's Game,2013.0,6.6,"245,870","Action, Adventure, Sci-Fi",114 min,$61.74M
The Expendables 2,2012.0,6.6,"312,609","Action, Adventure, Thriller",103 min,$85.02M
Prince of Persia: The Sands of Time,2010.0,6.6,"295,332","Action, Adventure, Fantasy",116 min,$90.76M
Overlord,2018.0,6.6,"102,299","Action, Horror, Sci-Fi",110 min,$21.70M
Star Trek: Generations,1994.0,6.6,"84,220","Action, Adventure, Mystery",118 min,$75.67M
Bad Boys II,2003.0,6.6,"257,523","Action, Comedy, Crime",147 min,$138.61M
Sex and Lucía,2001.0,7.0,"37,692","Drama, Romance",128 min,$1.49M
One Day,2011.0,7.0,"157,554","Drama, Romance",107 min,$13.84M
Ladies in Lavender,2004.0,7.0,"12,303","Drama, Music, Romance",104 min,$6.76M
The Longest Ride,2015.0,7.0,"85,397","Comedy, Drama, Romance",123 min,$37.45M
The Pink Panther,1963.0,7.0,"53,978","Comedy, Crime, Romance",115 min,$10.88M
Waitress,2007.0,7.0,"47,577","Comedy, Drama, Romance",108 min,$19.07M
American Honey,2016.0,7.0,"44,529","Adventure, Drama, Romance",163 min,$0.66M
"I Love You, Man",2009.0,7.0,"211,231","Comedy, Romance",105 min,$71.44M
An Officer and a Gentleman,1982.0,7.0,"59,018","Drama, Romance",124 min,$129.80M
Mallrats,1995.0,7.0,"125,447","Comedy, Romance",94 min,$2.12M
Bull Durham,1988.0,7.0,"56,627","Comedy, Romance, Sport",108 min,$50.89M
Out of Sight,1998.0,7.0,"95,578","Comedy, Crime, Drama",123 min,$37.56M
Julie & Julia,2009.0,7.0,"123,683","Biography, Drama, Romance",123 min,$94.13M
P.S. I Love You,2007.0,7.0,"213,735","Comedy, Drama, Romance",126 min,$53.70M
Perfect Sense,2011.0,7.0,"61,686","Drama, Romance, Sci-Fi",92 min,$0.00M
Some Kind of Wonderful,1987.0,7.0,"32,839","Drama, Romance",95 min,$18.55M
The Adjustment Bureau,2011.0,7.0,"262,099","Romance, Sci-Fi, Thriller",106 min,$62.50M
Meet the Parents,2000.0,7.0,"342,484","Comedy, Romance",108 min,$166.24M
The Last Seduction,1994.0,7.0,"24,409","Crime, Drama, Romance",110 min,$6.14M
Border,2018.0,7.0,"32,016","Crime, Drama, Fantasy",110 min,$0.77M
Thelma,2017.0,7.0,"34,249","Drama, Fantasy, Horror",116 min,$0.15M
Grumpy Old Men,1993.0,7.0,"51,349","Comedy, Drama, Romance",103 min,$70.17M
Big Eyes,2014.0,7.0,"95,935","Biography, Crime, Drama",106 min,$14.48M
Confessions of a Dangerous Mind,2002.0,7.0,"89,965","Biography, Comedy, Crime",113 min,$16.00M
Starman,1984.0,7.0,"49,174","Romance, Sci-Fi",115 min,$28.70M
Mansfield Park,1999.0,7.0,"24,869","Comedy, Drama, Romance",112 min,$4.76M
Two Mules for Sister Sara,1970.0,7.0,"29,014","Adventure, Drama, Romance",116 min,$11.50M
"Hello, Dolly!",1969.0,7.0,"16,093","Adventure, Comedy, Musical",146 min,$7.24M
Enough Said,2013.0,7.0,"64,356","Comedy, Drama, Romance",93 min,$17.54M
I Am Love,2009.0,7.0,"23,217","Drama, Romance",120 min,$5.01M
The Little Death,2014.0,7.0,"27,103","Comedy, Drama, Romance",96 min,$0.02M
The Wood,1999.0,7.0,"9,785","Comedy, Drama, Romance",106 min,$25.05M
The Sure Thing,1985.0,7.0,"21,402","Comedy, Drama, Romance",95 min,$18.14M
The Words,2012.0,7.0,"79,671","Drama, Mystery, Romance",102 min,$11.49M
The Kids Are All Right,2010.0,7.0,"132,132","Comedy, Drama, Romance",106 min,$20.81M
Sid and Nancy,1986.0,7.0,"33,473","Biography, Drama, Music",112 min,$2.83M
RED 2,2013.0,6.6,"175,201","Action, Comedy, Crime",116 min,$53.26M
Lethal Weapon 4,1998.0,6.6,"167,180","Action, Crime, Thriller",127 min,$130.44M
The Heat,2013.0,6.6,"176,273","Action, Comedy, Crime",117 min,$159.58M
